Alpha_estimate_Exponent,Alpha_estimate_PAF,Alpha_estimate_Power,Alpha_estimate_Width,Xi_estimate_Exponent,Xi_estimate_Power,Xi_estimate_Width
2.859852209062633488e+00,1.009549189756016574e+01,1.281542798872301048e-01,4.470011476271166906e+00,1.604972713364812398e+00,7.533897827128450686e-01,5.428772890639161908e+00
3.219866685502164039e+00,1.000094327840719188e+01,8.262929003182295506e-02,3.938248923232963605e+00,1.517151267410398630e+00,5.966711401905830936e-01,5.782885925189868992e+00
2.424253789803727521e+00,9.975806236267089844e+00,2.300186954630104585e-01,4.378345382072237335e+00,1.783717974843715082e+00,1.240463988126619954e+00,5.086333218299353476e+00
2.550449538573944519e+00,1.014119052886962891e+01,1.518801690327177822e-01,4.865152578559710506e+00,1.784029090147224217e+00,5.896516294359303023e-01,4.874962635177502612e+00
2.402686763377416490e+00,1.005708332451022358e+01,2.027943217936827303e-01,4.486494371680175064e+00,1.627636224234185303e+00,6.112502042939063074e-01,5.467712809439419175e+00
2.935977272626732582e+00,1.005495737380340238e+01,9.317116680390694072e-02,4.243220585734904127e+00,1.666678551866226821e+00,2.966494928388034857e-01,5.371448689148206057e+00
2.800034392781618475e+00,1.012234089154155292e+01,8.452609868547997229e-02,4.021201456294340559e+00,1.620440952918108746e+00,3.044180613042426486e-01,5.516943979664008957e+00
2.781079808607796355e+00,1.006042544257561921e+01,1.266874126374524234e-01,4.231201836604945754e+00,1.640484038567700864e+00,5.555230045062027333e-01,5.475713458282268853e+00
2.330761991968058666e+00,9.830087204172153648e+00,7.145679767497560564e-02,5.125278448817705446e+00,1.446957350981356027e+00,7.472535995672447973e-01,5.334337289887245426e+00
3.088570321874415825e+00,9.893243359504861445e+00,4.682722293791619084e-02,4.365311878285509373e+00,1.436732503201099131e+00,5.919064763378589777e-01,5.751389692184773139e+00
2.348420334018133993e+00,1.010563092449911338e+01,1.716221912575313369e-01,4.708823615429448495e+00,1.852480649948120117e+00,6.195208893881903878e-01,4.882151846792183392e+00
2.188489705651671002e+00,9.941394858307891269e+00,4.348628456284711619e-02,4.839625105753049716e+00,1.667775786185002662e+00,3.589237324975348975e-01,5.075503070275861894e+00
2.418638214773061179e+00,9.692471567465334559e+00,4.140091215127280483e-02,5.093589731625148609e+00,1.338673499773959774e+00,4.476596072924380332e-01,5.677299998244460966e+00
2.698879272190492618e+00,9.555285197585376977e+00,8.975222406547460341e-02,5.005426068804156969e+00,1.229614057647648195e+00,2.622304244050339239e+00,6.153812372862403457e+00
3.269724731815272456e+00,9.368240845614465684e+00,1.493020670424247652e-02,3.798634863105313730e+00,1.183649496528609069e+00,5.836562083488137098e-01,6.350653229088618623e+00
3.409523606300354004e+00,9.939773082733154297e+00,5.972221827036455766e-02,3.763767805538679401e+00,1.506816388745056967e+00,1.947283652169924106e-01,5.599378290929291957e+00
3.017323428392410190e+00,9.831051315580095817e+00,4.655043802756284044e-02,4.093547958987099555e+00,1.402033213206699935e+00,1.039380874537995991e+00,5.813313995088849495e+00
2.625376143958419561e+00,9.624164648354053497e+00,2.492074566362134647e-02,4.786544573493301868e+00,1.240315400995314121e+00,4.321720321313478053e-01,6.183384796604514122e+00
2.513735491600409322e+00,9.729522906996139753e+00,3.291499368688668298e-02,4.684080921477526083e+00,1.357909633204680722e+00,2.200147040424935141e-01,5.834607256351930893e+00
2.508670937313753235e+00,1.010681379542631220e+01,8.546291752992307700e-02,4.658727474773631805e+00,1.778454573014203177e+00,5.207341399043798891e-01,4.822378901874317947e+00
2.495146730366875065e+00,9.964439374828769402e+00,1.206742111610341339e-01,4.368382658893706250e+00,1.692254650107336333e+00,3.505439677389498576e-01,5.510424954858840429e+00
2.340023044383887196e+00,9.622662866958464178e+00,1.164791933119748574e-01,5.312618431418832721e+00,1.259560081693861244e+00,2.389695711208112527e+00,5.831226972618487991e+00
2.252302316170704533e+00,9.982214348225653566e+00,1.458448677594903209e-01,4.379277005980286575e+00,1.461834863771366066e+00,2.457175477396083829e-01,5.856577945660941253e+00
3.615719817405523173e+00,9.950297850971073998e+00,1.815763487689947900e-02,3.356033665265223842e+00,1.363438361374906815e+00,6.656394019549669028e-02,5.786883620328681310e+00
2.408468974204290625e+00,1.006990731557210239e+01,1.104850891578410405e-01,4.867611933889842923e+00,1.720077008860451784e+00,1.019855659242187240e+00,4.923972445442562851e+00
2.535135181553392680e+00,1.013169618974248998e+01,1.441073060394769678e-01,4.752965993191822669e+00,1.956594921738268322e+00,1.050980780902038170e+00,4.640786406505538864e+00
2.388727192461055360e+00,9.958768865487870769e+00,2.548736823301245846e-01,4.564114932596248231e+00,1.902271537015037817e+00,1.252966714383911828e+00,4.949972803575279023e+00
2.272486104263557571e+00,1.001040231000195746e+01,3.857494924251023694e-01,4.516372568972475854e+00,1.760036647140800881e+00,1.241672831254678533e+00,5.260595353158028509e+00
2.459924806248058093e+00,9.620142605679093961e+00,7.349511391429369711e-02,5.142014834506452914e+00,1.318479086741928263e+00,1.071983665474190106e+00,5.719304648312655281e+00
2.161407059257470120e+00,9.682094791560496461e+00,2.464852032423453521e-01,5.512907197174516938e+00,1.340653133623808335e+00,3.435441785501045064e+00,5.631926066667130470e+00
2.676969264562313544e+00,9.555447289576896708e+00,3.759421634290797259e-02,4.886403005856734261e+00,1.272672470372456788e+00,1.287403248608685491e+00,6.182772031197180773e+00
2.445868763123980383e+00,9.612925055604543800e+00,1.526052294507252438e-01,5.554402437269317261e+00,1.326442809578794790e+00,4.353210869783199932e+00,5.720589199421568516e+00
2.951423817395333327e+00,9.365127895767265898e+00,6.575842695927267001e-02,4.569412351069965794e+00,1.204227426741596663e+00,5.062481741456619666e+00,6.384464006390721202e+00
2.521095808256756055e+00,9.792875950986688949e+00,7.826823980378155854e-02,4.865167024460705925e+00,1.342020147903399074e+00,1.627313060177998150e+00,5.788244642994620826e+00
3.200227408897219572e+00,9.458637207511841893e+00,5.092596620555937814e-02,4.350740068540797978e+00,1.209775902154877514e+00,3.018508149413611896e+00,6.294189404314897374e+00
2.619977878868033017e+00,9.898685446572960345e+00,8.554786359122314165e-02,3.788046900285493290e+00,1.418386401386436013e+00,1.924232691526412964e-01,5.864157230482188510e+00
3.009332058476466898e+00,1.003000904999527343e+01,4.968152673202840680e-02,3.618430746536628995e+00,1.543339203385745817e+00,9.666730608681545212e-02,5.645771692780887641e+00
2.576536366177089477e+00,9.792126703988477843e+00,3.755199479950865893e-02,4.293333997581211037e+00,1.497234283364968777e+00,1.633742615051075875e-01,5.743828270035951533e+00
2.702203209335739764e+00,9.860440279986407930e+00,7.105766112941341861e-02,4.185117997349919072e+00,1.534764986424832722e+00,2.685869588038405920e-01,5.809101558376003283e+00
2.508991572275116155e+00,9.867982467395837176e+00,3.566910948729115627e-01,4.510948660271019151e+00,1.784384058993398803e+00,1.684825419310177264e+00,5.424228319140712351e+00
2.344271329574254548e+00,9.969744508916681625e+00,3.864264559984464942e-01,4.680358996122946813e+00,1.426173561063163620e+00,2.073929073168085946e+00,6.132888205639727808e+00
2.548656393008626786e+00,9.958128819799727083e+00,8.806788529844800095e-02,4.116253974331412380e+00,1.432550576841755241e+00,3.683669872249767385e-01,5.996839228709032632e+00
2.594292894372799196e+00,9.877603291290734333e+00,8.009746556028063402e-02,3.985193085787918754e+00,1.325417612573783321e+00,2.930321375210884205e-01,6.026250604338246220e+00
2.404481246099843705e+00,9.943353516714912743e+00,2.942138558568118678e-01,4.589712728153575227e+00,1.535651523571509802e+00,1.542219478201556582e+00,5.813394394787875008e+00
2.403619858698966993e+00,9.989664817467714286e+00,1.879296549357091783e-01,4.509378226903768550e+00,1.417213381865085609e+00,6.482820377135888323e-01,5.934762321985685318e+00
2.398652903209388398e+00,9.925540239837532752e+00,1.284904985318175152e-01,4.979866519736534158e+00,1.933769222085803818e+00,1.331213643684374004e+00,4.731015121183430594e+00
2.575034752488136292e+00,9.899189035097757383e+00,3.785885184899800276e-02,4.795507416129112244e+00,1.712352983653545380e+00,1.638205832180877619e-01,5.048235159781244263e+00
2.214345283751940396e+00,1.000246197637850365e+01,9.589296278890467595e-02,5.245317462587008706e+00,1.808860496012833829e+00,1.084495365293356661e+00,4.714697519358057143e+00
2.309671263225743232e+00,1.005815250626027257e+01,7.520205619149521181e-02,5.339742420801048439e+00,1.892081037896578444e+00,6.646575578412071694e-01,4.618120077529240142e+00
2.832379897435506333e+00,1.015133657210912510e+01,1.124396156997252705e-01,4.727429463313176150e+00,1.893207736504383565e+00,9.774387981265019176e-01,4.932197796992766392e+00
2.932521178842135257e+00,1.009873332280546521e+01,1.673633335626016350e-01,4.498514396414909022e+00,1.657767110763619378e+00,1.478459818994617869e+00,5.326405451178006345e+00
2.788608046138987717e+00,1.007830486578099816e+01,1.935655281413346529e-01,4.463459262076546530e+00,1.600352889474700557e+00,1.070055256981183422e+00,5.409249719451455718e+00
3.265804790454648998e+00,1.000090063174760857e+01,9.715088930539329815e-02,3.963735320351340352e+00,1.550418698816979024e+00,7.156202767218213801e-01,5.718992929200868325e+00
2.441223910685335508e+00,9.894883991627210662e+00,4.068189243252357534e-01,4.685280100683147708e+00,1.793265210108810681e+00,1.954096960385194093e+00,5.492940152629038231e+00
2.579787248656863152e+00,1.006090599645382433e+01,1.160401152397589758e-01,4.871019492073664914e+00,1.764178460867947384e+00,7.695001247462140981e-01,5.112026600610642291e+00
2.809621095657348633e+00,9.993241371110428872e+00,1.350849956750523329e-01,4.470295355763545864e+00,1.550249950830326462e+00,7.085208391207594714e-01,5.675806322763132350e+00
2.521168547091276579e+00,1.003078884456468600e+01,2.265670789000780727e-01,4.664587833570397635e+00,1.458656693023184125e+00,1.265554053757501629e+00,5.777123590137647646e+00
2.918943118023615835e+00,1.002526988265334928e+01,1.101790379672761833e-01,4.224254628663421940e+00,1.513054825926339664e+00,5.983201103905836371e-01,5.749193291510304782e+00
2.539259087879027099e+00,9.932108143519927879e+00,4.740203107652909975e-02,5.328364824500319230e+00,1.531437144685753760e+00,8.518374881001331556e-01,5.421750361609351643e+00
3.157517996796390669e+00,9.933506564090127000e+00,5.497248389905220328e-02,4.295724232991536162e+00,1.548901346691867742e+00,6.299171602647555268e-01,5.583958113402650802e+00
2.362283478809308335e+00,9.854588852653019870e+00,2.364667745519287989e-01,4.731203854838503808e+00,1.995313699486889414e+00,8.919583625054057219e-01,5.269392276112037088e+00
2.295270979726636629e+00,9.988521926467482714e+00,1.790645197839350333e-01,5.015907679377375139e+00,1.915662289310146038e+00,9.335288854064167641e-01,4.921196803531131536e+00
2.405265410741170395e+00,9.838408528482512239e+00,2.962535377364002021e-02,5.025264503758982038e+00,1.418919445177830641e+00,4.576577448744656995e-01,5.527918634064700854e+00
3.410524288353892430e+00,9.916220863430485366e+00,6.050435447731631472e-02,3.730035661961990989e+00,1.511455943818726277e+00,2.112022915026011416e-01,5.566112937265738303e+00
3.357058107036433814e+00,9.718709880358552766e+00,3.365115854744565871e-02,3.943532141376303812e+00,1.358588709678824058e+00,8.397095058810765122e-01,5.919111706894826241e+00
2.770174022616031628e+00,9.679600385121920780e+00,2.419549137999434801e-02,4.860381356215218496e+00,1.276520350349508837e+00,7.538041992361794730e-01,6.255972807157771598e+00
2.440384337867515629e+00,9.785492498978324960e+00,2.914977217754484082e-02,4.900808156054952569e+00,1.394494902569314743e+00,2.393939887051997062e-01,5.871165803549946105e+00
2.453209804706886210e+00,1.002121656449114617e+01,2.292803246527910233e-01,4.896930206017415799e+00,1.743295400846199827e+00,1.014173179376320677e+00,5.285538677309379985e+00
2.469709729119170305e+00,9.956118672871761888e+00,5.076273540101892134e-01,4.716541007268342689e+00,1.538429864876561970e+00,3.387370587467289695e+00,5.686784161080558953e+00
2.483289120793342519e+00,9.732156710624694895e+00,9.002034295815974918e-02,5.455826131105422583e+00,1.337331982254982066e+00,4.541909822709857991e+00,5.630143635272979452e+00
2.319260882834593307e+00,9.804907672935062379e+00,6.532921947331891965e-02,5.457733902666303649e+00,1.359258139299021728e+00,2.220603070118361000e+00,5.901049812634785674e+00
2.720887756661364953e+00,9.759913331583925711e+00,6.746002177609816686e-02,5.044258131792671129e+00,1.301393413229992468e+00,1.949557724359788358e+00,6.238529801368713379e+00
2.984589251436928325e+00,9.856689423553703477e+00,7.376670155876366430e-02,4.689082251038661830e+00,1.320289420065029695e+00,2.280615345683208783e+00,6.112265782762867694e+00
3.670639717788027223e+00,9.937923339375277720e+00,1.977134529876996630e-02,3.389306137436314703e+00,1.398517333624655690e+00,7.476345698038737442e-02,5.727755262140641790e+00
3.268316465823804418e+00,9.417404151081445463e+00,1.459916256859305518e-02,3.839675224835599643e+00,1.215001619573849334e+00,4.894865010656527793e-01,6.406996968966811146e+00
2.640299431255885398e+00,1.004389173780168854e+01,9.134721304689134846e-02,4.128269562040056684e+00,1.398576340675353968e+00,2.570175875297614487e-01,5.839694919586182031e+00
2.320027607200789710e+00,9.907219134978134889e+00,2.668265878719134898e-01,4.662232315453299414e+00,1.805899854994168274e+00,9.224780519513318122e-01,5.450144837372494777e+00
2.410016201791309154e+00,9.939620310667329761e+00,1.346468794006834557e-01,4.907631561238929407e+00,1.928844462626825518e+00,1.111073765213842712e+00,4.781965245645513285e+00
2.203871969435665878e+00,9.913949586249685808e+00,5.589625143093635701e-02,5.234804552954596346e+00,1.711373685179530035e+00,7.105481061782386032e-01,4.904747913012633020e+00
2.379584986135500291e+00,9.911074502752461157e+00,1.539593716451060912e-01,4.839905386671014220e+00,2.042208555094692901e+00,1.522489146013325412e+00,4.795583584986695236e+00
2.704326684658343805e+00,9.735573959350585227e+00,4.178804893476458643e-02,5.137225383978623938e+00,1.330526578426361128e+00,9.143053353405915518e-01,5.811073138163640017e+00
2.337959573979963235e+00,9.803511268214174734e+00,1.054816836033735383e-01,5.455858694879632154e+00,1.403947173503407253e+00,3.855032274597569586e+00,5.629452592448184411e+00
2.536284300642953848e+00,9.589688453316128403e+00,3.243646915005126558e-02,5.083389368415438092e+00,1.276217844564590198e+00,1.218732531361736537e+00,6.160075751828475887e+00
3.119065176268092987e+00,9.442833712843597738e+00,6.586936302864770942e-02,4.432377181092246765e+00,1.226989706764455734e+00,4.672844355162538044e+00,6.363210756270611945e+00
3.203337932965770296e+00,9.605009031591947632e+00,4.390129834552359417e-02,4.435810329010767994e+00,1.237536727271465020e+00,2.707097580991916885e+00,6.348592562705093201e+00
2.700195867990709875e+00,9.893232522551546282e+00,8.615298206274657478e-02,3.755836287724603206e+00,1.229872237775743615e+00,1.854519575603844062e-01,5.944402945410344863e+00
3.003770371845790432e+00,9.991019646780831209e+00,5.885884958186320126e-02,3.704570455551147390e+00,1.372513347353254032e+00,1.147280169278383222e-01,5.747458643232072895e+00
