region,model_p,model_q,r2,adj_r2,delta_pred_max_age_minus_min_age,min_pred,max_pred,age_at_min_pred,age_at_max_pred
1,4.083984256420968e-05,4.7488189028150795e-05,0.012894306636610176,0.010879805221582828,0.004030084784755302,-0.001887468761704193,0.005054873537944843,5.17,76.7974
2,0.001799462227793773,0.0018941707660987085,0.008712404318601985,0.006689368409048102,0.0013091361271868017,0.0251118938067819,0.039675241581134474,5.17,47.4118
3,1.018765984585003e-08,1.3767107899797339e-08,0.021705241706579725,0.01970872179169514,0.006377712980315165,-0.0007282427026446096,0.006733605165808705,5.17,52.0033
4,1.4817540694733011e-05,1.7852458668353025e-05,0.013991329935778118,0.011979067343810268,-0.315617212008162,0.13985199295476375,0.45546920496292576,97.0,5.17
5,1.0690947324638644e-08,1.4254596432851526e-08,0.02165488991005382,0.01965826723640085,-0.10202925236190279,0.014285007367431504,0.11631425972933429,97.0,5.17
6,5.470303630849387e-11,8.415851739768287e-11,0.02712150457846063,0.025136038261273752,0.015395979406880225,0.0022230549455105825,0.02131639950406561,5.17,48.3301
7,0.019841354328533574,0.020455004462405744,0.005941738996474322,0.003913048667895658,-0.12969680104928566,0.08209923231084046,0.27449101073831184,97.0,65.7778
8,2.3576333554310365e-05,2.806706375513139e-05,0.013489729865160394,0.011476443599579111,-0.08918214050557659,0.07692012894961438,0.20028142922431688,97.0,44.6569
9,4.147416070650108e-12,6.799042738770669e-12,0.029767807234022725,0.027787741534500254,0.016076283348810054,0.026325318057584535,0.07546413046243128,5.17,43.738600000000005
10,1.2983880177142236e-24,5.4099500738092645e-24,0.05849191766480866,0.05657047259881842,0.021925711558529633,-0.00505913809821284,0.0451179404741928,5.17,74.9608
11,0.00021308027151679048,0.00024491985231815,0.011088668769088095,0.00907048237882091,0.00195928920633616,-0.001777165417597648,0.003077141762187598,5.17,76.7974
12,1.6199587230112373e-28,8.999770683395763e-28,0.06721867733486064,0.06531504198248284,0.03135562703645765,-0.008819586525428684,0.03294621088464653,5.17,81.3889
13,0.0009390496281264078,0.0010433884756960088,0.009443238656894337,0.00742169424599004,0.0016346504134515172,-0.002078120462203078,0.021822524184396168,5.17,74.0425
14,0.0030554859456946555,0.0031827978600985993,0.008112300140517892,0.006088039528559741,0.012457633297374673,0.01350398487059767,0.04699694847383489,5.17,71.2876
15,2.5997499553515892e-12,4.482327509226878e-12,0.030245342416280963,0.028266251278355026,0.06774256194641941,-0.0020504967609686984,0.0656920651854507,5.17,97.0
16,0.0004949753294380046,0.0005561520555483197,0.010156932199217428,0.00813684430574646,-0.03218993297348515,0.04087374606501668,0.1152226306376977,97.0,65.7778
17,2.7892901269583107e-06,3.443568057973223e-06,0.015783429631494594,0.013774824385844542,0.004091844632511956,-0.0027610339559523776,0.03925029867547978,5.17,69.45100000000001
18,4.824764051119106e-17,1.1767717197851478e-16,0.041261658832675074,0.039305049973149875,0.061279855514030514,-0.00018212588244602591,0.0732805478121252,5.17,42.8203
19,3.1229958535061225e-10,4.661187841053915e-10,0.02532497573222592,0.023335843029638648,0.024107527770642696,-0.010567311513823795,0.016981441410065492,5.17,42.8203
20,2.4526175917321585e-14,4.905235183464317e-14,0.0349881392739857,0.03301872731332034,0.03520760612371393,-0.008087663897813884,0.027119942225900046,5.17,97.0
21,9.527087457322491e-15,2.0270398845367002e-14,0.03594461978246455,0.03397715982283689,0.07809182231901587,-0.011161998699824534,0.06692982361919134,5.17,97.0
22,6.684102208857601e-19,1.9659124143698826e-18,0.045532619081866677,0.043584726467748025,0.03131918184181612,-0.0065289626940446075,0.02480372444869224,5.17,96.0817
23,0.0015775575607491171,0.0016962984524184054,0.008860828194602322,0.006838095190917826,0.00954289939964442,-0.003149422953866352,0.007352917574462653,5.17,82.30720000000001
24,1.1213535391759664e-16,2.548530770854469e-16,0.04041647023571515,0.038458136501502316,0.032417455823455815,-0.01590328941918242,0.05339818408620838,5.17,69.45100000000001
25,1.5042844294803217e-18,4.17856785966756e-18,0.0447252008528517,0.04277566044642889,0.008048408524793885,-0.0018156809045585354,0.007109216034576623,5.17,86.8987
26,1.553565622836134e-39,2.219379461194477e-38,0.09133733562886248,0.08948292202810504,0.01933333019634243,-0.0022194789825470684,0.017113851213795363,5.17,97.0
27,1.0859991707301024e-17,2.857892554552901e-17,0.04275332347501404,0.04079975882904463,0.06406634959356688,0.015812734727928178,0.07987908432149507,5.17,97.0
28,0.09473229539259631,0.09568918726524879,0.0040282023475197715,0.0019956068421065343,-1.3659655723678873e-05,-0.0009222608646588843,0.0012045176039515166,97.0,75.87910000000001
29,8.45627167890799e-12,1.3639147869206436e-11,0.0290384764331707,0.027056922303442477,0.021401681666174937,-0.004427418338716404,0.016974263327458532,5.17,97.0
30,8.644677774645007e-09,1.1981044150007631e-08,0.021876676516353166,0.019880506468427317,0.049326704445152365,-0.00030908259761953916,0.049017621847532826,5.17,97.0
