region,model_p,model_q,r2,adj_r2,delta_pred_max_age_minus_min_age,min_pred,max_pred,age_at_min_pred,age_at_max_pred
1,3.7739888578504528e-06,5.099984943041153e-06,0.012648559476079013,0.0116420850209068,0.0026754998912796074,-0.0002459949872910086,0.0027783511253931252,5.17,74.0425
2,1.6547750429451004e-05,2.1215064653142313e-05,0.011159750450459138,0.010151758351020224,-0.009717794767644457,0.001276625343486392,0.020494661377915984,97.0,42.8203
3,1.2298700299288734e-06,1.7322113097589766e-06,0.013776398139454638,0.012771073366915853,-0.0005019463014812409,-8.25491087460716e-06,0.0036533529919450846,97.0,49.248400000000004
4,7.831802910352911e-05,9.43590712090712e-05,0.009591556664587886,0.008581965998598617,-0.11485301913497925,0.04055047676348956,0.21018936695385657,97.0,38.2288
5,2.785663271401738e-05,3.439090458520664e-05,0.010634627684507514,0.009626100291729167,-0.03444280657608302,0.005643455275897171,0.049785565293454605,97.0,34.5556
6,1.8241397030050593e-08,3.168316045256195e-08,0.018000717808631994,0.016999699172351224,-0.0065964794776557055,-0.003987181659377697,0.011223240685999255,97.0,44.6569
7,6.268065168162984e-07,9.084152417627512e-07,0.014453780307906228,0.01344914603706815,-0.05031731447786335,0.029367064761525438,0.13788564873530523,97.0,43.738600000000005
8,2.05125940561618e-09,3.944729626184961e-09,0.02018574884652502,0.01918695756094546,-0.06630906685052045,0.00039933689092763996,0.10850012072901517,97.0,40.065400000000004
9,1.4483725485386266e-10,3.291755792133242e-10,0.022829570200340488,0.02183347394162516,-0.03517014343443764,-0.015205687385267948,0.04081194537562696,97.0,40.065400000000004
10,2.288910196562206e-13,8.17467927343645e-13,0.029233434695677296,0.028243866331452705,0.004111150299198129,0.004635303592745561,0.020233986426414746,5.17,54.7582
11,0.0011621858857349696,0.001277127346961505,0.006864660779764664,0.005852290403393301,0.0009786145356641546,0.0001616716564121164,0.0013129110990870972,5.17,71.2876
12,6.163117602281578e-15,2.465247040912631e-14,0.032803809216056745,0.03181788037733713,0.009577770846681159,0.002467754151194763,0.013961862449533608,5.17,70.3693
13,0.015285570320903687,0.01609007402200388,0.004252751933503274,0.0032377190608564588,-0.0021235992074009505,0.0021825448279288403,0.009330593012126385,97.0,47.4118
14,0.000866633695357215,0.0009629263281746833,0.0071616878396408845,0.006149620243147136,-0.011791403776710604,0.0009791868105822803,0.025083632594292964,97.0,43.738600000000005
