region,model_p,model_q,r2,adj_r2,delta_pred_max_age_minus_min_age,min_pred,max_pred,age_at_min_pred,age_at_max_pred
1,2.1118996030297718e-13,2.5754873207680143e-13,0.029313079786356666,0.02832359260978823,-0.08477155243604183,-0.08889838316684263,0.051304250315805634,97.0,40.9837
2,2.1223826894093786e-15,2.756341155077115e-15,0.03385428126138057,0.032869423240240225,-0.13881824901427928,-0.147930234153757,0.09029355418958589,97.0,40.9837
3,4.633792263513742e-11,5.265673026720161e-11,0.023964112204703403,0.022969172461792753,-0.07296912598430083,-0.07775280036624374,0.04638750218734031,97.0,40.9837
4,3.2247818431906296e-25,1.074927281063543e-24,0.05586488798647504,0.05490246687331135,-0.464467828897096,-0.44722809971474786,0.29491786340064186,97.0,40.065400000000004
5,1.3053308062899234e-18,2.175551343816539e-18,0.041108788960455556,0.04013132595226021,-0.1965639383740885,-0.20634460725818377,0.13024963307647328,97.0,40.9837
6,1.2916870006642964e-10,1.4352077785158848e-10,0.02294360802998774,0.021947628017785825,-0.07752336940189553,-0.08214446324468593,0.051334007609767765,97.0,40.9837
7,5.427517239703015e-25,1.696099137407192e-24,0.05536370270049895,0.054400770695096745,-0.4800883986099526,-0.4842616306971729,0.30420273078306126,97.0,40.065400000000004
8,1.0399067450454934e-21,2.212567542649986e-21,0.04805776490949676,0.04708738546496005,-0.3122243611171113,-0.3120442499952461,0.19803948355882578,97.0,40.065400000000004
9,2.1151329692770638e-15,2.756341155077115e-15,0.03385765113189565,0.03287279654589348,-0.12781927264217016,-0.13475063399710988,0.08487349931797816,97.0,40.9837
10,3.7227254490468595e-28,1.3787872033506888e-27,0.06235247054180881,0.06139666266264654,-0.3272215861772413,-0.32209635133864184,0.19526148969027576,97.0,40.065400000000004
11,5.215206264345631e-17,7.558269948327001e-17,0.03749740798154377,0.0365162636471722,-0.10768932042646243,-0.1075038185700203,0.06216639484500637,97.0,40.065400000000004
12,7.558779280236737e-29,3.149491366765307e-28,0.06387510745089808,0.06292085169906414,-0.36816213598685327,-0.3615439782965799,0.2148167257331589,97.0,40.065400000000004
13,1.2810494102580229e-26,4.4174117595104236e-26,0.05896433923801736,0.05800507760625184,-0.285932971859053,-0.28578121638703097,0.17027810448189012,97.0,40.065400000000004
14,8.190330371882744e-25,2.4819182945099225e-24,0.05496739961494013,0.05400406363085741,-0.27066214650853176,-0.2678751702799696,0.16563300464423825,97.0,40.065400000000004
15,1.5469040384333768e-16,2.209862912047681e-16,0.03643005566326152,0.03544782330410068,-0.14370903293582907,-0.14201798017649372,0.0915343723985688,97.0,40.065400000000004
