Xi_estimate_Power,Xi_estimate_Width,Xi_estimate_Exponent,Alpha_estimate_Power,Alpha_estimate_Width,Alpha_estimate_Exponent,Alpha_estimate_PAF
-1.491065241098379346e-01,-9.336077370376748563e-01,1.755646633576494642e+00,-2.976643872692959734e-03,4.141806652796688193e-02,8.309616715550248445e-02,1.335869121140630666e-01
2.834666216722656062e-02,-1.288685682298396751e+00,2.037842896517598312e+00,-2.169565485318867838e-05,7.577333371330883041e-03,1.347814365845221782e-02,2.042915779050009928e-02
-6.013079167424011107e-02,-4.116102849516718454e-01,1.205066944974527487e+00,-4.448722957803213701e-04,8.039067624146526564e-03,8.716204327569015281e-03,1.617085407179830528e-02
-7.404360420239930463e-02,-1.308462519956306469e+00,2.127670039241349009e+00,3.132652532411910008e-04,9.250787912587437808e-03,1.015285278674963633e-02,1.593622529258935730e-02
7.455206008704219622e-02,-1.871755154417399591e+00,2.170254616853590335e+00,-6.372541088268805255e-04,5.479086361533959219e-03,9.432259001955914726e-03,1.888843986039950504e-02
1.402695665335775693e-02,-1.143508276857756911e+00,1.876223846107879734e+00,-6.189230404014047253e-05,3.015128959773898977e-03,4.656264085933510544e-03,7.482226435621453647e-03
-1.954401418354371200e-01,-7.804216510420112218e-01,1.646775790474092949e+00,-3.402126088920976593e-03,6.018837578933457916e-02,9.319704759023343665e-02,1.640278214666167356e-01
-2.847067922357982006e-01,-5.976252220032274298e-01,1.473534489594625629e+00,-1.839689431696795233e-02,1.450183773378229679e-01,1.202289424035186127e-01,2.804076881002955934e-01
7.140849622350289860e-02,-1.888294992363672042e+00,2.228650216576368415e+00,-5.055967137276080013e-03,7.809546643105079455e-02,1.107076700953874421e-01,2.291723571052696196e-01
-8.041343395134697980e-02,-1.793470770704905348e+00,2.184530852136555179e+00,-3.575319693844911627e-03,2.294683803817807247e-02,4.944863574651557625e-02,8.180084782859942116e-02
-1.969105021378022569e-01,-2.019781604721882395e+00,2.359706247393587475e+00,-3.120215295400183449e-03,3.407920250328942517e-03,2.050341538742029082e-02,3.018723124898289173e-02
-2.170769844545918925e-01,-1.697172832764277883e+00,2.258539619257342146e+00,-5.391796461749557776e-03,-4.689883018733589058e-03,1.894819853485831679e-02,2.254987638624010929e-02
-2.032889309028960978e-02,-3.519890522430013657e-01,9.703870196258783665e-01,-2.596367238824623874e-05,1.231317479116034825e-03,1.110743989691069088e-03,2.064151659208015611e-03
-5.556240726438216315e-02,-1.770921913083683741e+00,2.245157464757050469e+00,-4.970690019848728720e-06,5.155870619540001934e-05,-1.984587429366714551e-04,-6.399564688528816591e-04
-7.617399854915544999e-02,-6.436499856487418736e-01,1.075357820447726986e+00,1.050195682686750958e-04,1.353057885989146676e-02,1.609660992161758911e-02,3.473198442373533895e-02
-1.846492256271668742e-01,-8.101393622376069636e-01,1.682693939494854352e+00,1.296960868681518208e-03,5.786022980923646863e-02,1.117772856496507400e-01,1.957631921857152513e-01
-1.204931707999763735e-01,-8.948569277530985522e-01,1.903373699843821765e+00,-7.185088945507313134e-04,2.313655250063470763e-03,4.055498282973844099e-02,5.760941874236470694e-02
-1.472260294777846118e-02,-1.141874271874543822e+00,1.915507798942585493e+00,2.439665608965482031e-04,1.720605671026868150e-02,3.770043134422809694e-02,5.561123352228140859e-02
-1.347827310739255213e-01,-7.163998876933206361e-01,1.692222291881210205e+00,-6.920090752616285751e-04,1.133581033246829593e-02,5.393272961267592258e-02,8.107207486683118414e-02
9.666360953090338826e-02,-1.686771964826300207e+00,1.958757164005267670e+00,-6.131354043763013279e-04,1.435730414102260113e-02,2.420851578391427367e-02,4.110679860541122804e-02
-1.949583348888461742e-02,-1.616275104172380628e+00,2.017191249093922334e+00,6.032504668358033145e-03,1.010076579568260358e-01,1.561295237352862131e-01,3.008096408473228678e-01
9.914005323859112484e-02,-2.037038980994936743e+00,2.268593713984509819e+00,-5.522910881383962141e-04,5.265748252597817446e-03,1.304226258479822091e-02,2.249276109801719853e-02
-1.782063059895649115e-01,-1.932480556113942427e+00,2.325366400402704148e+00,-3.680523786895496027e-03,4.190750398697633966e-03,-1.990723151203904404e-02,-1.748280558155977660e-03
-1.914138616919634217e-01,-1.937779174692742856e+00,2.416278084582751617e+00,-1.428828391856200308e-03,-1.379882474659315655e-02,-1.407633584732906687e-02,-2.547623996123961690e-02
-3.575550005190972908e-02,-6.871679850501354325e-01,1.153267170446094836e+00,6.024603866209653604e-04,1.539311560006601659e-02,1.771579338311853394e-02,4.097657390094962965e-02
-4.097630422470174144e-02,-3.872784265102702239e-01,7.701565433202428590e-01,8.940778785314912737e-05,6.870638852838372931e-03,8.142987677655050965e-03,1.605992262598524012e-02
