name,C1,C2,C3,C4,C5,C6,C7
region1,-0.5762690811626955,-0.2703754996684617,1.5935044458111678,-0.34005054540082363,0.7349070618097849,-0.43567117666351174,0.6213252548176331
region2,-0.3622058055377772,-0.21386114306190301,0.6408416157433967,-0.8116962703675056,-0.16366649401583033,0.25967190855812317,0.5544273560661775
region3,-0.25923237217050027,-0.6525173214713806,0.7819606868210708,-0.26011610919591543,0.23833884721580828,0.1209464302594095,0.7727736576285628
region4,-0.5225131644734242,1.3093888979588055,-0.8293607657228094,-1.3710184123343077,0.6340915614247673,0.3085797166409254,-0.4943197084902882
region5,-0.21936169725579702,0.015872360107916424,-1.1754347624737957,-1.198866118434212,-0.0236802173798347,-0.7119180294333689,-0.4917071247364339
region6,-0.2850541951011763,-0.664779646742276,-1.057932493015581,-0.19987535600592102,0.4939647746281052,-0.3482535594181977,0.37356639646894096
region7,-0.3545406737297014,0.3175651897679615,0.16509091154786615,0.10966876125573319,0.1321545393462372,-0.47148059022234634,0.02197936962312587
region8,-0.5268586906886283,0.7813572586991878,-0.6103372835769953,-0.3104069167785551,0.259898095401733,0.24079215551609218,0.10354430858604183
region9,-0.6158584006756116,-0.4023309625556214,-0.7866009927828573,-0.2667536464551583,0.13834169222119636,-0.22062709247396264,0.14762809488841572
region10,-0.2082109564963379,0.2533024694027525,0.6534807609347199,-0.22205157529673963,-0.1367752833353279,-0.3234612053726826,0.17790535468798227
region11,-0.5129486965332818,-0.6679298461438868,1.9434056970592501,-0.4379380242654513,0.17918848189452832,0.20636190311365973,0.3201969658257509
region12,0.15962914593251412,0.112818956862708,0.9149575852387242,0.2913945116324382,-0.3162928453216858,-0.14773872284281625,-0.3005483210192011
region13,0.13424923639056646,0.8784854975882488,0.8828900110558745,-0.22953609737910088,-0.38358080580774134,0.2389112143858664,0.1537406634845188
region14,-0.3593831750177269,0.43454099081000286,0.7150595115977294,-0.48698611867142555,-0.4937070178739292,0.44856947211525183,-0.21902955820320766
region15,-0.5412086349579386,-0.0184456405978015,0.7042605582171289,-0.244914447582549,-0.9473876718358504,0.6059489436758505,-0.2862188314458502
region16,-0.42497975542849514,0.08026847731865251,0.9976780202165512,-0.0014035373815700657,0.04066308611197447,-0.3169037463939198,-0.05602035858681611
region17,0.19728663537167376,1.1464704408691448,0.6585322753152171,0.014399176319489759,0.24057743370435758,0.6864699520258618,0.10426088627383202
region18,-0.6579764350960843,0.3255850163668117,-0.4103057974760847,0.08577767286665995,-0.21406081269971497,0.061427845441216995,-0.07577970534954348
region19,-0.5292209940055493,-0.16373777698425368,0.59783623054331,0.06011119995966264,-0.6023572246094135,0.2273749842683554,-0.1724814843340364
region20,-0.5562675048138299,-0.730248122378688,-0.61196554782678,0.275463582310924,-0.901947440247392,-0.026956163559207998,-0.4610481238932781
region21,-0.5049113106674523,0.18258854740207917,-0.22473505263937685,-0.010724527729130611,-0.8097881864263353,0.45642002070478416,-0.09427997777954979
region22,0.33969864451721365,0.37785773880116563,0.6534641759574454,-0.038139225977023024,-0.6782257454122221,-0.5975508328581813,-0.10076413343348867
region23,0.29173037377032374,0.24091838823618172,0.3942120329976617,-0.0746916809472698,-1.0663206016456284,-0.42211683524720794,0.15109551865619184
region24,0.24419811929369098,0.9729596013023144,0.5507025544599244,0.26561602889981745,0.12302620651904708,0.11259929574482848,-0.25386780426019206
region25,0.6977448651849376,-0.27011865711446786,1.714885055964604,-0.5160652982136877,0.269862781506406,0.191612647532738,0.23824828973130596
region26,0.6205190666688009,-0.15029310989015834,1.6773367885567319,-0.41694547771982565,-0.23736330607526238,-0.6950693757722622,-0.6144385607515629
region27,1.0345379651330595,0.19303701199465545,-0.11471046109246338,0.1270746014622773,-0.12720857735510016,0.15492185137500536,0.37579212355918934
region28,0.8752215101995342,-0.1366327729094689,-0.030851107235085877,-0.13971195558905194,-0.35985819497123817,0.24304696265218928,-0.04833271061612002
region29,-0.2898281801378494,-0.8703948916940502,-0.13319725704598573,-0.206204338908177,-0.2549936012546396,0.4230306669876737,-0.7088045869031094
region30,0.44935914131777743,0.3556146057067465,-0.5222228254482933,-0.033777847514327386,-1.1231953319747727,-0.17645348431989072,0.3746179966193781
region31,0.8494702966462966,-0.9408607311088637,-0.4658527839945712,-0.2561733863360246,0.25085883965651123,0.12946935694920736,-0.7733664253130581
region32,0.41905111204009976,-0.46369432123597193,0.8034114097952204,-0.38499416849467855,-0.17199157304639948,0.06482823938828032,-0.11001487930581354
region33,-0.07899337413566151,0.6763207895910125,1.1907521416119815,0.0666613566216506,0.29323322950868375,-0.52584367707532,-0.31346967220065514
region34,-0.3862755873812597,0.3217790415752603,0.004381169153755557,0.12441666708342955,-0.20962723733983815,0.006435131135935741,0.1425853622158391
region35,0.8083200509185319,0.2055129411604615,0.4016223720933952,0.048093089863122884,-0.19001830274869788,0.13467159206047655,0.1397963151914096
region36,-0.7252867070344426,-0.5773822113865665,-0.8474244975300883,0.29091146332895224,-0.35379502475993035,-0.24591966256916617,0.07573071449374616
region37,-0.63578710397814,-0.8171044384609855,0.17263534174174544,-0.23957837524891415,0.13293657701195447,-0.1237821068051939,-0.4500852047861216
region38,0.02281384742316942,0.10519583799920694,1.1526603710387537,-0.06075057470230104,0.1337937512596446,-0.21093925710533165,-0.5322076480496545
region39,-0.1557157912189195,0.5355847885425563,0.8941429131314268,0.17428831258082333,-0.12021368880964402,-0.5053968416070101,0.06613362266112373
region40,-0.046898174545891645,0.8253045711132592,0.4665044859862567,0.19378951651131032,0.1034849386660075,-0.1492609089283707,0.2395828350516285
region41,-0.014814756606513711,0.7899455693716783,-0.06400243537822324,0.3076988030296371,0.1295377057673894,0.12882777859039987,-0.14008292737495395
region42,1.3445565372973547,-0.5296900951981172,0.6474008910763359,-0.21259456796990747,0.2871024268769174,-0.1845472394754238,-0.12382874664436572
region43,1.003643266096914,0.094924342138646,-0.34907873415138385,-0.2036208749463759,0.18366346257903418,0.2562344829185531,-0.12642595610655907
region44,1.0265081342536901,-0.919627215444516,-0.6373533398097443,0.012372039287792552,-0.04741719876768534,0.09171779430600195,-0.208942507478385
region45,0.8386986322754814,0.2961086621586062,-0.48946445912880565,0.2729381834216619,0.8181871498866724,0.5219838167980978,0.8152531515073735
region46,0.8234814597943813,0.3999524282048734,-1.3917175869368692,-0.057187133730669255,-0.28911411115593155,-0.17974167889549705,0.46602770797292137
region47,0.5461619513173377,0.867003603482613,-0.9756826729378861,-0.4014994965325924,0.0466451799497049,0.08083020427306911,0.18212705880795454
region48,0.5233694271500156,0.2038526279156297,-0.38288859124920877,-0.1293425010759871,-0.8279668811925259,-0.3077156720440297,0.2729926249573559
region49,-0.7278510533163245,-1.4099565114343584,-1.418532455566594,0.12953759988807642,-0.05601456330786055,-0.05740269868435937,-0.02828023434176648
region50,-0.4145034564514942,-1.6336632110520632,-1.0631676697574175,0.18226102933902183,0.1032917392772952,0.052173069070153684,-0.3709515279438151
region51,-0.06091519196621772,-0.8100909193334396,1.1087444434108955,0.06814997014792736,0.6055232388219751,-0.44158453424489186,0.44770514153310115
region52,-0.42351510577322643,-0.2825252494094211,0.5190952829956933,-0.49346763765969004,0.3357100572385043,0.31153893279448275,0.6105948103781106
region53,-0.45695105410302567,0.41891090184978347,0.3672538068699758,0.06363537409505653,0.5434854872720982,-0.4328425817090184,-0.41788729839655986
region54,-0.44117214581305164,1.2609939251677336,-1.0769779391153282,-1.059460966527252,0.4104083765631353,-0.26997252256022586,-0.3982444898079402
region55,-0.23434762310834722,-0.33988582150117214,-1.3752038285612682,-0.28114048904971845,0.4722926375638435,-0.6298330076906073,0.753784270373356
