name,C1,C2,C3,C4,C5,C6,C7
region1,0.19410240308740978,0.3780777584289983,0.0780868944494279,0.022488848774895147,0.7421053644866457,-0.20806039133648083,0.6608304733725183
region2,0.7385822563437628,-0.07623891000451959,-0.35602071995317414,-0.08766670679886146,0.5049488280236079,-0.18003688187111896,0.06979014948578581
region3,0.7401076896525849,-0.08583145228057629,-0.41218329168932877,0.42734553686992194,0.4102796712406753,-0.15886434615740166,0.136111023856964
region4,0.39350232337840285,0.4951637751957121,-0.5108087209603966,-1.703415639080214,0.10613559531802212,-0.48243569291419214,0.06415830948750356
region5,1.0115047164501427,-0.8407191831964425,-0.2637982027370256,-1.1902026196917364,0.7938723592022499,0.2830410818788196,0.009989620729487758
region6,0.9944425349850271,-0.8737528405817258,-0.3722194822358253,-0.10814841390072254,-0.02084273323666838,0.0983596912059913,0.3204912637973692
region7,0.16549381839361985,0.3627552868761814,-0.003733018352305797,-0.08047373025094877,-0.15060620341010184,0.37172963130014075,0.22387396175901234
region8,0.43980495688693466,0.34854581721829586,-0.2501311712188557,-0.5693676245214784,-0.39815274720909033,0.16930715870863108,-0.1009387193872011
region9,1.0500330352465983,-0.38510251244290933,-0.23187760551559497,-0.26482193301466006,-0.15751030240857736,0.3034812195179906,0.3627061639822802
region10,0.07651727306665684,0.3058023466109927,0.39304275413667655,-0.21142159765978805,0.12410851727279126,0.5745553805217218,0.24358201258567838
region11,0.12263913897544956,0.5422284201910272,0.012167808064204156,0.40763294104971765,0.9059706555732852,-0.10069265768512074,0.19714234872439265
region12,-0.35154282895710504,0.25600533868378067,0.35523293316204996,0.2418990521884,-0.142594019097525,0.3723606028313064,-0.1465676938991814
region13,-0.7064041171090087,0.5261163978054905,0.16904183683673835,-0.16026588345185022,0.21674973082309618,0.226510427613926,-0.14194952881854628
region14,-0.19492694149282527,0.7347927512000793,-0.1883279728059284,-0.15792002865635152,0.5908680003315083,0.2603153789271835,-0.5408248125232694
region15,-0.02497179575973646,0.898937193048855,0.11101861274403112,0.18793953486968915,0.6925486624076195,0.05240817973547713,-0.04784658208964782
region16,0.2285848335829917,0.49326713405576184,0.1651174071135515,0.07431195020455171,0.10576188075289901,-0.0710412169124024,0.30972983223948497
region17,-0.6484714982470587,0.8863283176099788,-0.4555389591708147,-0.07843406473440737,-0.3138290400677701,-0.32364590837956025,-0.23101466070353235
region18,0.5251544635505495,0.539748852065708,-0.3008885022291128,0.033690362884439,0.04466838420915858,0.04538785423555259,-0.5800626678541807
region19,0.36297053313862554,0.37851193087482804,-0.0315803943876038,0.4091245630155813,0.44952865967485856,-0.3654211672174091,-0.18414090455024135
region20,0.7760792114094558,-0.0582165433420013,-0.04280277874838482,0.41717721778424,0.2706273958149931,0.44065331434405763,-0.4423338340099255
region21,0.3729434863778554,0.6422564910757074,-0.4135571967646721,0.23396803281564993,0.48797837810921046,0.07686372688746333,-0.5763377286891466
region22,-0.5903654038153296,0.1353548753278263,0.36286929300404624,0.041681486334676277,0.5345709104646629,-0.06923613564835766,0.372918044200168
region23,-0.5083645845082966,0.26632899724612846,0.21965806765487095,0.1959259159410499,0.8293709450902057,0.159668362530531,0.25819984328200113
region24,-0.5372732283048145,0.6495617952003278,-0.06437542060903188,-0.05790664996506546,-0.3757303049775241,-0.01803698625533558,-0.4337144794509941
region25,-0.558702581195618,-0.4940855336643499,0.43702217254385956,-0.0628341270514025,0.40270639856226986,0.29114168875574914,-0.9469740366723414
region26,-0.4127929379740656,-0.5124298048834967,1.0071959550090737,-0.2692859713341348,0.7708313719573925,-0.39320964051473295,-0.3120256290373581
