name,C1,C2,C3,C4,C5,C6,C7
5HT1a,-0.0979505620156068,0.07966350348968548,0.09535264860384479,0.2070235950430131,0.2975206115900216,0.20358529007591095,0.5354205554897277
5HT1b,-0.20170637366282876,-0.17079504880040008,0.195484835941951,0.3026219554851727,0.07444394656445955,0.042024239040599265,-0.22502965308406475
5HT2a,-0.38040127997857737,-0.0155117771942776,0.07755067317834877,-0.4215945728547381,-0.1744505713733214,0.24540082917558037,0.3534688264650363
5HT4,0.5347247321783257,0.27738335812351306,0.10832777301273067,0.3320014439713339,-0.34396341504745037,0.03472951637297117,-0.07080845597240101
5HT6,0.1709332323716505,-0.15783868602808032,-0.14471816426533637,-0.057271949594869115,0.10646937218290771,0.06319376477334064,-0.08692205371356182
5HTT,-0.14898954710253443,-0.17019169781999102,-0.287928027939671,0.08919208470645762,-0.1241783895495505,-0.16448690189493786,0.18837487093573987
A4B2,-0.1469459127258169,0.006333394772572851,-0.2016277270565929,0.21173292889325482,0.0363907021400763,-0.10149441784565405,0.12049792108699053
CB1,-0.22101985893252352,-0.16900863593164178,-0.38222802166720976,-0.1304918056083798,-0.0006624680935033164,0.06268429854559528,-0.3496780921963456
D1,-0.06602380258011865,-0.17410803241788556,-0.372179940376524,0.2930627937481106,-0.37065681105635845,0.015652737689655423,-0.026559713122451627
D2,-0.41209365023720423,0.19620243482998945,0.38828104837259964,0.1063320391565,-0.19698700713325334,-0.01071745790216413,-0.2877773016386737
DAT,0.19588494230569461,-0.13034643120098713,0.2837290061043508,-0.5193916056967706,-0.09037604610642,-0.33041980828333656,-0.10258026905634147
GABAa,0.120106446226532,0.45385886380812845,-0.2366397402361633,-0.09638890301651407,0.12478228706379002,-0.12468991355412434,0.048668230775746314
H3,0.1355835911472386,-0.23323539803964238,0.24349771291610842,-0.007294374979651806,-0.08839187965030697,-0.07786587652585145,0.045467272715286985
M1,0.19703973531798658,-0.0036625670803597564,-0.18233358899659083,-0.24173513017091264,-0.036247430668248544,0.00819388827978048,0.10953751025430566
mGluR5,-0.0846750934543713,-0.2937765348129805,0.24331871117992537,0.15268568059745713,-0.030045639959735013,-0.03245903275354776,-0.09729553327527865
MOR,-0.23302651568098628,0.29236118843027864,-0.051700414368987084,0.06363813829024174,0.3481238462529817,-0.635718986376279,-0.11617455523193615
NET,-0.15361980356259167,0.35310155227164297,0.16124174062637472,0.05873408821728953,-0.35615719469987306,-0.07092697937606245,0.25437179088935424
NMDA,0.16545508838944264,-0.31222104433757986,0.1908650682905147,0.1919939672867234,0.37087129175625233,-0.13796954166210765,0.2429403716103456
VAChT,0.02440500855537241,0.25431615654865897,0.0415219164751515,-0.04567318813439991,0.36547614531514294,0.5381506068314656,-0.3094045271774558
