Alpha_estimate_Exponent,Alpha_estimate_PAF,Alpha_estimate_Power,Alpha_estimate_Width,Xi_estimate_Exponent,Xi_estimate_Power,Xi_estimate_Width
3.943902256734230782e+00,1.019614532414604646e+01,4.592120807501487434e-03,2.500475177870077115e+00,5.637506248319850144e+00,2.402221528481116898e-03,7.596981712781331053e-01
4.343055632542040634e+00,1.026794591524091338e+01,3.989941827667973541e-03,2.961573607798583474e+00,5.011809105369324335e+00,4.884098944796537792e-03,4.338035599880048498e-01
3.202029265714495310e+00,9.710429630922467581e+00,1.339192489120230242e-02,3.471607639548484059e+00,6.049530760625774661e+00,6.661977794863743751e-03,6.168335420027207805e-01
4.398984512954792869e+00,1.034524231360702906e+01,4.736135688501967068e-03,2.816373200643630170e+00,5.701186909246697354e+00,2.806539484053337599e-03,3.267220441626493277e-01
3.996749861295833206e+00,1.014408897244653041e+01,4.678915658164336036e-03,2.728375125069951057e+00,5.575306251991626993e+00,2.304414690263721036e-03,6.382212495907794159e-01
3.654640998011049913e+00,9.927023514457371078e+00,6.238417412943976330e-03,3.105760456168133121e+00,5.621877452601557579e+00,2.613428279089377148e-03,8.210213722742122355e-01
4.662555167751927243e+00,1.022691632855323007e+01,3.851533734104445935e-03,2.459792409532813640e+00,4.827687862098858140e+00,3.438460727138394589e-03,6.337774171624132036e-01
3.674292896360559890e+00,9.983830896728241200e+00,4.248903976072611680e-03,3.973546323220291665e+00,6.428619016980911205e+00,1.070565873059556826e-02,3.260823138425703038e-01
3.879995289601777753e+00,1.036463266506529735e+01,3.245961712724365969e-03,3.244273344675699722e+00,6.056817119581657138e+00,3.819011766034619611e-03,3.409104470098227591e-01
3.507801590086538468e+00,9.792590696600418809e+00,9.525825116264669684e-03,3.234948601903794518e+00,6.132710188249998140e+00,3.949026029359525673e-03,5.083606930190249784e-01
3.541191838238690437e+00,9.914796246709050465e+00,7.170950368399152917e-03,2.908677028965305666e+00,6.353404454927186862e+00,4.301511361641255186e-03,4.202332774126851800e-01
3.709413160242436280e+00,9.678957603757899264e+00,4.340700055251826839e-03,3.298741610772019328e+00,6.417369634004178813e+00,1.267854636036634328e-02,6.682453394984251283e-01
4.580095186398897233e+00,1.003772207491659785e+01,1.896424830024469798e-03,2.521239668647678123e+00,4.682163780135226716e+00,1.163718264719546631e-03,4.514093643022065727e-01
3.715994371126775775e+00,1.028646032777551156e+01,1.330762822965062290e-03,3.368528164685044679e+00,6.184865860089863610e+00,5.451732627557352370e-03,3.666235465709477004e-01
3.600695038960728844e+00,9.501401185128662163e+00,3.094790527653386303e-03,3.979418113343552221e+00,6.524530106072822022e+00,1.738724473356151670e-02,3.823065783976432597e-01
3.584067388202833104e+00,9.527349568795466794e+00,2.971279023609974500e-03,3.401397773839425209e+00,6.270897261301676018e+00,3.551796440202135453e-03,6.470462590186060181e-01
3.640925674164881443e+00,1.009751910068949776e+01,6.934967960734836519e-03,3.112984181427564945e+00,6.290702104568481445e+00,3.732803876923977259e-03,3.379807150082998479e-01
3.250798846320282820e+00,9.831888631093416819e+00,1.518998968602566779e-02,3.666021831601643743e+00,5.991075917113598770e+00,7.446080493144422753e-03,5.217947832864823221e-01
3.190165985822677630e+00,9.835144171714782502e+00,1.199757256923476151e-02,4.344212306737899709e+00,6.653674051761627517e+00,1.258837399055482698e-01,3.504325122013687843e-01
3.766096110145250808e+00,9.811455077595180541e+00,8.488160519239803734e-03,3.699071617590056427e+00,6.079414993524551392e+00,3.746836639604427671e-02,4.204104959240390071e-01
3.221848163949815991e+00,1.006438329345301597e+01,5.372900529580779301e-03,3.830803585679907641e+00,6.216039249771519337e+00,2.736010694704753624e-02,2.295098022410744232e-01
3.311094675877297444e+00,1.014464816012123727e+01,4.973863026798638204e-03,3.732658672702404701e+00,6.209696096967356915e+00,2.194668681454635395e-02,2.279683804327203300e-01
4.681285136624386389e+00,9.916145584039520955e+00,1.086036459463158351e-03,2.501423730139146873e+00,4.336924109542579231e+00,6.059814708382953380e-04,4.109015031145852870e-01
3.489545543988545884e+00,1.010173502964759962e+01,8.640563301104978383e-04,3.206025643728265706e+00,6.180344621933515192e+00,5.837192952943344622e-03,4.737299593601060899e-01
4.199414653778076101e+00,1.005192866734095958e+01,2.995605031028390070e-03,2.778723156111580828e+00,4.636721018382480963e+00,1.061358169785567643e-03,7.251097226142882990e-01
3.379172718437918999e+00,9.825626484669037097e+00,9.235847535726688859e-03,3.179311399042171082e+00,5.971912022054630675e+00,3.243763530439948677e-03,3.636423776293323251e-01
3.512633805552487498e+00,9.792752593913405690e+00,7.002071412181649392e-03,3.403739376673622807e+00,6.518256964506925932e+00,7.026224095151370475e-03,4.983382928308355830e-01
3.317298223843445637e+00,9.619075659159067371e+00,7.063650655893709447e-03,3.480804540015555837e+00,6.512396983198217804e+00,1.024414779660858324e-02,5.029577519241217320e-01
3.566392476405572332e+00,9.862992369800533510e+00,7.245868239914913383e-03,3.263764710054485096e+00,6.314557659516641053e+00,7.841786307201574838e-03,4.983826182235818192e-01
3.397694738094623190e+00,9.458591153071477464e+00,5.874226424090850732e-03,4.111862819011395054e+00,6.356270900139441515e+00,2.732840699251168001e-02,4.582545455831747994e-01
3.206843459815309938e+00,9.488460825200666804e+00,2.073182563272941981e-02,4.308767843664738528e+00,6.350088550333390813e+00,8.007311001379173454e-02,4.286104634142758329e-01
3.012493621015772671e+00,9.846276901137660076e+00,3.288481728022944230e-03,4.157722910804928063e+00,6.543176268188046762e+00,3.101197763142818711e-02,3.279709851308048041e-01
3.117380166640047356e+00,1.020797709949681042e+01,4.165319942002810617e-03,3.353611538156134220e+00,6.085308450167296712e+00,4.956675463520204133e-02,4.110532253064581587e-01
3.025242062088865591e+00,1.031569665707416483e+01,2.971092053553124005e-03,3.477191125384028858e+00,6.292918966423650673e+00,2.070969943049716724e-02,3.999438521377048361e-01
3.769242526329669829e+00,9.599131387533601512e+00,2.716010869672694575e-03,3.353463222071067396e+00,4.820065422156422308e+00,6.869048454448312309e-04,6.637060679879385194e-01
4.180011949539184535e+00,9.876561470031738565e+00,2.055153756602002071e-03,2.878875686100550890e+00,4.220851858683994706e+00,6.294876093410753989e-04,8.408224702307156573e-01
