region,model_p,model_q,r2,adj_r2,delta_pred_max_age_minus_min_age,min_pred,max_pred,age_at_min_pred,age_at_max_pred
1,0.023634154129581125,0.02541306895653884,0.003810318984056593,0.0027948351094225776,-0.00011371972964964455,-0.00015951984111293196,0.00014114985345371026,97.0,45.5752
2,1.473478337407417e-09,4.209938106878335e-09,0.02051612138706227,0.019517666872675976,-0.006019435106574451,-0.004718645785555636,0.0034288475020935382,97.0,36.3922
3,6.185498419110883e-06,1.0309164031851472e-05,0.012151160270260863,0.01114417878225904,-0.00044378629340058404,-0.00042361593858737917,0.0002927668146898263,97.0,40.065400000000004
4,3.8989978581733074e-10,1.3444820200597613e-09,0.021842658939226323,0.020845556654760622,-0.1360157583319082,-0.06857584377578095,0.07856444072595505,97.0,25.3726
5,6.184975132210025e-10,1.8742348885484925e-09,0.021382484319840356,0.020384912948097078,-0.015317855062653107,-0.00814754188404604,0.008426518954834891,97.0,25.3726
6,8.879712983716271e-08,2.0181165872082433e-07,0.01641516624628092,0.015412531349488057,-0.0019465601776620732,-0.0018616746218217135,0.0012193021112703209,97.0,40.065400000000004
7,1.630264602408497e-11,7.41029364731135e-11,0.025002906167470695,0.024009025337875856,-0.06853729731910745,-0.048888331379009484,0.04034086425246977,97.0,35.4739
8,1.1332303740253733e-12,7.554869160169155e-12,0.027649248163918116,0.026658064930649927,-0.04886054191581455,-0.03134158439166203,0.027388025803852665,97.0,31.8007
9,8.853702419786275e-11,3.279149044365287e-10,0.023319715764119064,0.022324119144102816,-0.011184182602993486,-0.009804400603624688,0.006524146758322387,97.0,38.2288
10,2.1301469787213753e-10,7.607667781147769e-10,0.02244525007803677,0.02144876205569013,-0.006081476869686322,-0.006384025712163047,0.0044177330431661764,97.0,41.902
11,0.08166327225410787,0.08506590859802904,0.002550412821647363,0.0015336446389986325,-7.17223951914373e-05,-7.46244397157493e-05,5.8645659706938164e-05,97.0,41.902
12,1.2871758851988777e-07,2.7573734028865453e-07,0.016042851108934886,0.015039836686008168,-0.001965153525319178,-0.0021209931683460292,0.0014782129766507774,97.0,41.902
13,1.3749710482799431e-05,2.182493727428481e-05,0.011346445618542922,0.01033864383018257,-0.001830198824142477,-0.0016524391922072394,0.0010945131357659673,97.0,39.1471
14,2.819670449043917e-05,4.0796379675399756e-05,0.010622390124769843,0.009613850257414791,-0.009002567723210689,-0.007306215494422227,0.005137680615111902,97.0,36.3922
15,2.366315524186301e-05,3.479875770862208e-05,0.010799157151980432,0.009790797475275004,-0.0017761408362035871,-0.001530406462276168,0.0017503896015580358,97.0,41.902
16,1.1942360265435604e-09,3.512458901598707e-09,0.02072589333377084,0.01972765265419263,-0.025047773984805836,-0.020276882248715312,0.01572116137481116,97.0,38.2288
17,2.855746577277983e-05,4.0796379675399756e-05,0.010609568180853679,0.009601015243219435,-0.006174500916080355,-0.00582112710880003,0.00393242541220496,97.0,40.065400000000004
18,1.378386124057098e-12,8.614913275356862e-12,0.02745511442443571,0.026463733297447334,-0.01218053798781024,-0.010882058204069461,0.006891283812589313,97.0,38.2288
19,3.766034658384967e-05,5.230603692201343e-05,0.010330472990931705,0.009321635552594132,-0.0017783289066712624,-0.0016974169062032452,0.0010761059906796275,97.0,39.1471
