region,intercept,beta_age,t_age,p_age,q_age,r2,adj_r2
1,4.103376092263497e-05,4.111938461941112e-05,4.804991054105793,1.664970441246011e-06,4.060903515234173e-06,0.011624832202199564,0.01112132982430969
2,0.01603630477489091,1.7252828340647603e-05,0.6384069557782971,0.5232832748004436,0.594640085000504,0.0002075796430524024,-0.00030173896130669675
3,0.0016204969527432488,2.4614504397571404e-05,3.266434375632992,0.0011078784275800667,0.0020903366558114467,0.005405967424989444,0.00489929700594971
4,0.19551291566084367,-0.0003294898679407194,-1.4388095168385315,0.15036391945228175,0.208838777017058,0.00105348544513717,0.0005445977657918544
5,0.04970358627694397,-0.00016482571773816963,-2.7929082637089793,0.005274313686155546,0.009253181905536046,0.003957953743336073,0.003450545670867111
6,0.006747596828465541,3.131270636164253e-05,1.6996396752338743,0.08935715053226023,0.13336888139143319,0.001469449880546314,0.0009607741036132822
7,0.10877711801023124,0.00017111211427460192,1.2126717391311865,0.22540126738421737,0.29272891868080175,0.0007485847674627566,0.00023954176428775398
8,0.09336804997325922,-9.430932565624089e-05,-0.9189828371212192,0.3582174544569992,0.431587294526505,0.0004300388560583013,-7.916642216065917e-05
9,0.03365333703453348,-6.237952953169979e-05,-1.2569434545089113,0.20892364859723206,0.28232925486112437,0.0008041957684314927,0.00029518109485449084
10,0.008746638310066784,0.00016368405181116033,6.148499508459571,9.450538344606958e-10,3.048560756324825e-09,0.018894427106553757,0.018394628037326277
11,0.000285213213283799,1.554827627309222e-05,3.5068275928221344,0.00046367573503493644,0.0009091681079116401,0.006225815428035353,0.005719562659532107
12,0.0037666937975809915,0.00015463182319565942,7.732244406565695,1.6756715698571112e-14,9.856891587394771e-14,0.02955703478583649,0.029062667508600537
13,0.006373760287387163,3.0216670308643406e-05,1.4053821973062663,0.1600658973891136,0.21926835258782684,0.0010051522390229772,0.0004962399375655346
14,0.019149334832836217,2.8081261051103854e-05,0.6508357369789798,0.515228700260205,0.5922168968508104,0.00021573905870309051,-0.0002935753890509485
15,0.0058820725467174815,0.00011884888794151933,5.078850635125676,4.1566583713254615e-07,1.0658098388014002e-06,0.012970028261623967,0.012467211159363
16,0.03896513515439729,0.00019651585101305617,2.945621557930463,0.0032610017591733196,0.005823217427095214,0.0044006638728137926,0.0038934813276649827
17,0.018645165020332408,-2.333063361430293e-05,-0.5404670289153595,0.5889363073425182,0.6401481601549112,0.00014878306119558982,-0.00036056549557406115
18,0.03167638015516355,-5.773141839521041e-05,-1.0452462411472787,0.29603786927594866,0.369312738175848,0.0005562567356404147,4.711575588267625e-05
19,0.006523732786826526,1.5934402125268265e-05,0.7195776508555927,0.47187073488786474,0.5486869010324008,0.0002637062916980293,-0.0002455837203796385
20,0.00603541750452106,1.6882970066454944e-05,0.8727706182375763,0.3828948610634785,0.45582721555176003,0.00038789255385973664,-0.00012133419471194173
21,0.012506217743100938,6.178495484110996e-05,1.7399780349740883,0.08201959524876039,0.1242721140132733,0.0015399192157323771,0.001031279337594726
22,0.0023309553488885053,0.00012062064351679707,6.825263953656712,1.16552936843935e-11,5.067518993214565e-11,0.02318102788982801,0.02268341251942041
23,0.0022900686192816495,1.168992903957637e-05,1.038547112342752,0.29914331792243687,0.369312738175848,0.0005491532342351002,4.0008635780797164e-05
24,0.017853877565163736,9.974394285508402e-05,2.326688526723191,0.020083150246635564,0.03239217781715413,0.0027501739633273292,0.0022421506184283624
25,0.0001621053113728831,3.6127358181691055e-05,6.635845096572256,4.1607419816120906e-11,1.600285377543112e-10,0.0219400520812717,0.02144180452756883
26,0.0002708446222091475,8.22454478841712e-05,11.214123378801027,2.4750871393374337e-28,4.125145232229056e-27,0.06020642394297138,0.05972767021089953
27,0.0073947876220174565,0.00026521994455404,8.202330354591872,4.2124541244514003e-16,2.808302749634267e-15,0.033137440216592595,0.032644896885067665
28,0.00030910814364062326,-9.695772616062634e-07,-0.42203693512433244,0.6730442739348388,0.7160045467391902,9.072797482378991e-05,-0.00041865015662057026
29,0.002833973757810212,3.7286314641581817e-06,0.3400607991731469,0.7338471251819907,0.7644240887312402,5.890704790856294e-05,-0.0004504872938908555
30,0.0024066073925372105,0.0001012341961545504,5.932206164977395,3.5238302495172407e-09,1.0678273483385579e-08,0.017611463944777306,0.017111011302874513
31,0.00013566177790987356,2.895192184881916e-05,7.267646700588793,5.254815736576279e-13,2.6274078682881398e-12,0.026202102830086393,0.025706026468817922
32,-5.5530766494588976e-05,4.1264370561636595e-05,11.348162428546498,5.917031873623285e-29,1.183406374724657e-27,0.06156514635245525,0.06108708478666436
33,0.005859310182020238,7.90027753958542e-05,4.857449645421677,1.283244887602014e-06,3.208112219005035e-06,0.011877015310425176,0.011373641400751477
34,0.010115566176281121,5.469012700245966e-05,2.0031776532124215,0.045295472022895786,0.07077417503577467,0.0020400075038052856,0.001531622382818898
35,0.005205899618101101,0.0004412426401904845,11.950124158456541,7.999029506298615e-32,2.666343168766205e-30,0.06781512804156375,0.06734025036863533
36,0.02379705774272032,-1.2497541366588359e-05,-0.27005509277402656,0.7871462565355618,0.8032104658526141,3.7150811886821344e-05,-0.0004722546130688787
37,6.973995817757306e-05,2.978727785900026e-06,2.667633051276811,0.007701561523444687,0.013053494107533366,0.0036121046350043873,0.0031045203785780018
38,0.005254420012795398,0.0001795228936144207,8.024479563266294,1.7370739744689628e-15,1.0856712340431017e-14,0.031761131351979555,0.03126788689520521
39,0.00922178126802123,0.00019811249374426196,6.3855184497400606,2.126449283719858e-10,7.594461727570921e-10,0.020349015736958687,0.019849957670599494
40,0.0361948145249303,0.0003077373844440976,4.059208803873702,5.117088100555778e-05,0.00011124104566425604,0.008324004091725512,0.007818820191619391
41,0.06680332297281459,5.6730696130494646e-05,0.5729063611949406,0.5667737125304222,0.6297485694782469,0.00016717617312789201,-0.0003421630137425691
42,0.0007357092962064147,0.00018900535513011874,9.693962053308345,9.738002392923736e-22,8.852729448112487e-21,0.04568504537793805,0.0451988941020226
43,0.0029442345661048314,0.0010985273171989713,16.61755463259729,4.020460640755097e-58,4.0204606407550966e-56,0.12332535569442782,0.12287875628316669
44,0.0014584590037807512,0.00011004724846699668,7.491606803311102,1.0227739588428568e-13,5.682077549126982e-13,0.027796295671134508,0.027301031430518652
45,0.00936213441857911,0.0006697531826398832,10.618676063749746,1.1935820261972372e-25,1.7051171802817675e-24,0.05432057817196656,0.05383882604673573
46,0.006744342699137554,0.00019081486969167247,5.764630422872022,9.483056296579517e-09,2.7891342048763284e-08,0.016646853251476412,0.016145909213397647
47,0.007186726390792288,0.00013465418459627073,4.631407375539707,3.870046450357758e-06,9.214396310375615e-06,0.010809007527824543,0.010305089548979796
48,0.003195910920895816,7.403305784308899e-05,3.669920941595347,0.0002491004202070893,0.0005083682045042639,0.006814336249763242,0.006308383288097352
49,0.008656122509296947,3.869332435915274e-05,1.513056783338355,0.13042621046532543,0.18632315780760778,0.0011648874199051695,0.000656056491438517
