region1,region2,region3,region4,region5,region6,region7,region8,region9,region10,region11,region12,region13,region14,region15,region16,region17,region18,region19,region20,region21,region22,region23,region24,region25,region26,region27,region28,region29,region30,region31,region32,region33,region34,region35,region36,region37,region38,region39,region40,region41,region42,region43,region44,region45,region46,region47,region48,region49,region50,region51,region52,region53,region54,region55,region56,region57,region58,region59,region60,region61,region62,region63,region64,region65,region66,region67,region68,region69,region70,region71,region72,region73,region74,region75,region76,region77,region78,region79,region80,region81,region82,region83,region84,region85,region86,region87,region88,region89,region90,region91,region92,region93,region94,region95,region96,region97,region98,region99,region100
0.20826947272489782,0.18946587414762772,0.2099265789076088,0.14558725880219214,0.1549450932437294,0.19661871503997264,0.16831121809126726,0.1770936713352398,0.17571035632006327,0.19117684688451841,0.22495653937420468,0.1949837726902116,0.2210721901580639,0.25496789951338694,0.24941118691387898,0.1991467177650188,0.22499518580001843,0.2082196074461985,0.23951044754815465,0.2246756251684936,0.2483351838319957,0.20442588717612942,0.24422117557697143,0.2110996533554863,0.1792764241052548,0.1883686354865053,0.19651083238312428,0.20346682652346548,0.23696193072666105,0.22534592365055073,0.17632853672765292,0.2022872810054408,0.18830440728433318,0.23734687777339425,0.1892846993969277,0.17182958949530192,0.23647665910954385,0.17559275677146768,0.17042334936233405,0.18635182156883234,0.20376886326153887,0.1582588163848786,0.1653159879961279,0.15812878641879646,0.14526165585485462,0.1873884206914137,0.2243167567741522,0.1991799886475758,0.17976651678485256,0.2205492640568234,0.2135736714621087,0.19268469864928384,0.16998052714697465,0.1478780528396113,0.1778285585121685,0.1937190513455721,0.17254344340018524,0.17719715076985654,0.1900188378564729,0.20758845236633983,0.1791814010679501,0.20331608382762545,0.20179925568798585,0.22844487227285193,0.20415686293022983,0.24119423466369927,0.16411105492752065,0.21834288738668728,0.2254813902293954,0.19409873608873085,0.23495178942697026,0.1980308655926154,0.22716610877895616,0.1581293597883432,0.1828369387372819,0.1801424949438758,0.22789532370037624,0.2112317669245719,0.178632566917712,0.1964149316767465,0.20393035650047642,0.20323806450664628,0.1518510724426706,0.18426758730654735,0.19464706056091485,0.20624876156873673,0.2316508477928877,0.1923224269030417,0.20111572711846382,0.18369821445835466,0.1746739215230404,0.17013717953898677,0.16603400574265714,0.1650424219398524,0.17126161955238328,0.15911035089422176,0.18471692321830524,0.18790546484129023,0.17648480158956048,0.2095208941786073
