region1,region2,region3,region4,region5,region6,region7,region8,region9,region10,region11,region12,region13,region14,region15,region16,region17,region18,region19,region20,region21,region22,region23,region24,region25,region26,region27,region28,region29,region30,region31,region32,region33,region34,region35,region36,region37,region38,region39,region40,region41,region42,region43,region44,region45,region46,region47,region48,region49,region50,region51,region52,region53,region54,region55,region56,region57,region58,region59,region60,region61,region62,region63,region64,region65,region66,region67,region68,region69,region70,region71,region72,region73,region74,region75,region76,region77,region78,region79,region80,region81,region82,region83,region84,region85,region86,region87,region88,region89,region90,region91,region92,region93,region94,region95,region96,region97,region98,region99,region100
3.992734913426942e-96,3.754611256078186e-86,1.058342652912558e-97,4.139467134112196e-64,3.688126274008042e-69,7.216456931275669e-90,6.011164116611939e-76,5.258880324998436e-80,6.826475277432864e-79,6.287778849002777e-85,4.202680969829704e-102,6.747360802862533e-87,1.57570557437847e-98,2.691300602578631e-116,4.917844241919485e-115,2.4443331580291906e-91,1.444008556478001e-99,3.626311339785599e-95,3.955498295815385e-109,7.47551684472508e-105,2.5531360029049198e-115,3.644812103843434e-91,1.0108148757420617e-108,4.583445722958026e-94,1.0467709810661476e-80,2.484097600407109e-85,2.5689396381227003e-87,3.264150359645534e-89,1.3743856746965628e-109,2.929878702226472e-100,1.2463987179471848e-80,1.0754446933666913e-92,6.198295637420525e-85,1.1421048983023719e-110,7.288140357655828e-85,1.464629957121769e-76,3.8037655799289496e-110,2.0901091476192914e-78,1.7433167976855382e-75,3.9942692677188765e-84,6.617994144859863e-93,8.542894149969122e-72,1.6431592897898293e-74,3.183169695289357e-72,9.290380226046928e-66,7.537384586063146e-82,1.747931068792117e-98,1.0962094109132426e-85,9.66358977784717e-81,6.534287644090043e-103,1.866421619814117e-98,1.7268264363982763e-88,1.2525470431356713e-76,2.7733122282333525e-65,7.447857502677387e-81,2.905429872794542e-88,7.041778876799616e-78,4.8515730556813264e-80,4.0577001329297794e-85,3.4172893514189167e-93,6.932955793897659e-80,1.1400056849449578e-87,2.2278408967412786e-85,9.713641436252207e-102,7.613471079026984e-94,2.590692083233033e-110,1.2964123908961751e-73,3.7061812438089736e-96,6.259361895258184e-104,3.703494579462163e-89,9.766868194833877e-110,1.2798468149886805e-87,1.6225288530848705e-99,1.2558076500285935e-70,6.7233759202263934e-80,1.4152542207681299e-81,5.800651217161419e-105,1.92963621680535e-92,1.1791991338041086e-81,4.0090898605858016e-89,1.4170734042693104e-91,1.1637170718068905e-93,4.023665190812027e-69,3.883147521963308e-82,9.116307993346955e-84,6.625544553558407e-90,1.8038354013191276e-107,2.137403529030004e-83,4.44569168015644e-92,5.533848066355692e-83,2.0705543374837024e-77,1.2416155689552838e-75,8.202053946753867e-74,5.611296087381515e-75,7.702550944283159e-77,9.916700854420074e-73,7.063057522240578e-80,4.102655088402293e-80,4.016884857536248e-79,4.377181972928503e-97
