region_index,x_score_C1,x_score_C2,x_score_C3,x_score_C4,x_score_C5,x_score_C6,x_score_C7,y_score_C1,y_score_C2,y_score_C3,y_score_C4,y_score_C5,y_score_C6,y_score_C7
1,0.37390345900326205,-0.5189843395715451,0.7031832364674984,-0.33689360370990606,0.11634704764488298,0.08864642940742205,0.4352930575899175,0.39891063988225095,-0.3040351890207055,1.542170980340949,-0.5102021471794824,-0.18039693407052232,0.9965767538922411,0.6838643209941662
2,0.1844726692642325,-0.05672144861257404,0.004641221555607299,-0.289692340300493,-0.4634950358218517,-0.05757930871809309,0.7109598625138285,0.20603081340136423,-0.3350329548490267,0.34976882558628414,-0.7203017101510861,0.08489078676915258,-0.40591131096451716,0.4631047373904928
3,0.49000543462095714,-0.6654461510170685,0.3855282658479006,-0.24407279697198855,0.03941285176400062,0.03280407925245315,0.3280255238755262,0.09848010139151857,-0.6717800941883816,0.4948060080211292,-0.2014872241576342,0.10667925611852784,0.04467477315320946,0.6097076489593126
4,0.6251191855862188,1.4091242595078455,-1.6401948652847234,-2.7372008979707982,0.7753327430067675,-0.0907766611465851,-0.7319497612372519,0.48130730565801255,1.0789070776111138,-0.9674726583728942,-1.384200912826416,0.5237035707203398,0.04572899597532654,-0.4894633794310423
5,0.14626359281266785,0.015674980204492827,-0.9270506924579751,-0.906888742386783,-1.2671169622076977,-0.08574636512360746,1.451085594271291,0.08768244107591765,-0.170747299347583,-1.6083589541649528,-1.0617266899864624,-0.602735799733967,1.8211143802341456e-05,-0.7299333610039583
6,0.427585751629166,-0.8143749277723988,-0.19953936497477118,0.0027145853014081613,-0.22880423524334154,0.032188686759144325,0.09436661988770899,0.16631784251425807,-0.6866731149166801,-1.229648267965573,-0.1382695057148737,-0.14787726903357687,0.5047063588195618,0.012410878744117214
7,0.7480313622437661,0.5698452192858879,-0.4358044656539406,0.3509745371413951,-1.5161738095840802,0.28771455321488504,-3.416553112206647,0.3522398176498196,0.21671949631512438,0.034871981269159934,0.03584973656957402,-0.37847950679102954,0.5336469236491198,-0.0033943516823454795
8,0.530194890027044,0.4051503773495981,-0.9854176426051618,-0.9838375284190144,-0.3706916336201943,-0.04328376908309667,0.9790974675381325,0.5381907528857802,0.6542535297241352,-0.678645060594624,-0.32556274938398355,0.2884375830411841,0.029712183151576727,0.11942346667351686
9,0.2320808561784651,-0.49569161457096617,-0.8101197802938839,0.07671552503930894,-0.5358466686293178,0.08782090598222833,0.33358316028564916,0.5209144834260745,-0.47624699452413144,-0.857116264508226,-0.23446454318176468,-0.12701274171852953,0.3155720983033518,-0.19292757814814046
10,-0.14984187575043634,0.15119046078641696,0.40244269092314033,-0.030083493157413283,-0.14355449482753224,0.04155145133362836,-0.03171909097715903,0.17566657924896267,0.17195269121658774,0.5044352151364137,-0.24576280160479247,-0.36147540409344153,0.24055681118124414,0.11711273005118525
11,0.0801705773684828,-0.2626560444706348,0.9955446814872955,-0.47819608419987353,0.22188040377213109,0.07479462320028524,0.585910660780277,0.4684845937082556,-0.7091876908897639,2.112099907512532,-0.5338106931022738,0.22072533591005344,0.221068020803089,0.6931605875733144
12,-0.2926193849525817,0.12318760378720922,0.5154503748986821,-0.018107914623345652,-0.07577480180797534,-0.005590634492992914,0.02041860090487252,-0.1257477057804523,0.15615162166297514,0.8174554530465444,0.28397701285267013,-0.18856211356274788,-0.08129134887619838,-0.33533009820468956
13,-0.08724830776440225,0.27129966060795413,0.8818981536899201,-0.271362161915719,-0.20603627984364797,-0.01574320610861068,0.3417971299957231,-0.027533241416533367,0.8394181665334502,1.054797810562379,-0.21537820189619575,0.032314203824533864,-0.3634515274041869,0.13657306670831415
14,0.44211888260885973,0.5189614658477045,1.0343057882912337,-0.3863913219990378,0.2884197038638436,-0.041013695380389084,0.41645756662561306,0.43610126287799306,0.32033636479430827,0.9072955075469311,-0.440761774798549,0.16899800917788188,-0.6250686932507898,-0.008444442592468092
15,0.6998961312202614,-0.2501231885591105,0.106946763002174,0.14889661214269773,0.3502786296830863,-0.20579736223918504,-0.1267504991097938,0.6115291622530198,-0.09278408196112176,1.004863575484838,-0.14344189663193835,0.14821931294282226,-0.9752977621599761,-0.32408672080173784
16,0.41565256771511777,0.3552490922954062,0.4260620724612161,0.04282707758635537,-0.9405254079717678,0.178995838693775,-0.781194843599017,0.34693650988022573,-0.02566506899090652,0.7516587744821042,-0.04602845945077261,-0.28657573471103703,0.30916817726277274,-0.1828834383888043
17,-0.12311161009226422,1.0115195084278448,1.4543821053770984,-0.4661840676397052,0.08997454971704633,-0.07304097866249408,0.5819567915637498,-0.11962046687603262,1.1199834743561765,0.5732697896738386,-0.02224309028037863,0.6667402117512834,-0.2817690851470985,0.2261001730658865
18,0.49231198965738937,-0.1558473247373922,-0.21617004628959574,0.1982214256078075,0.18153757934009424,-0.06496972331381377,0.044438591225567085,0.6946119566099663,0.21848851088819138,-0.41092431802664015,0.07294543815725003,-0.03901431049621589,-0.24893912288097417,0.1640112878876978
19,0.439490199558669,-0.31925222447332174,0.5269419168003107,-0.12219857268510642,0.30104939419975557,-0.13726917444404826,-0.006148246547814595,0.5457090681143553,-0.22001035513281816,0.6848210439497805,0.09136686944752172,-0.002177836700681087,-0.6263657598982845,-0.12765565126853004
20,0.7063107119360692,-0.8575972517772124,-0.28237760475733914,0.16895229864299194,0.04029860951148215,-0.09526520261408387,-0.2583999617546824,0.5498196412972823,-0.7730310534349853,-0.5716263011174879,0.35319539888738316,-0.30406454307988,-0.6999512457084128,-0.32704373799549347
21,0.7491850019192974,-0.038568629248812276,0.3431982333493588,0.21736147867105754,0.3898030480201664,-0.14614309090487346,-0.12082845203725014,0.5717654590182406,0.06552655069563672,-0.14359118478033744,0.06345478389082965,0.06547883544669816,-0.9440362788883851,0.13473203734551156
22,-0.6509420035513442,0.13426859637371827,0.3934747096059036,-0.10359451077213216,-0.013302092833662528,-0.037524236820878756,0.07640028711903406,-0.2248027510558505,0.34753889834600615,0.7823945831457535,-0.056645934418069865,-0.7440885509692831,-0.09241494469748973,-0.11230795088039512
23,0.0013885358596577451,0.2834920233889749,1.0300110765148809,-0.33038131721443104,-0.14849330725477208,-0.006492538971332211,0.526938797619423,-0.16966249250067647,0.16888725104297075,0.578508214909909,-0.017367277117172245,-0.8196691007615853,-0.4472544445497304,0.11670201276335153
24,0.02664562647217667,0.7267763816060249,0.7657744445854386,0.11323555431861881,-0.1287062648508912,-0.18930875345827858,-0.3090070211331439,-0.15521767716547197,0.9728506973170931,0.38119912313818927,0.20330216078590335,0.19196886509639818,-0.06072916788061462,-0.05471970927027578
25,-0.4716058948515964,-0.3066537700414014,0.5794245496327554,-0.2881492526346783,0.11685051684449595,0.014122625078270544,0.13434720234666403,-0.844001431290367,-0.21493866885384832,1.3120091472612323,-0.4540196718368476,0.15194968457655342,-0.0004342930678375224,0.3616900281359897
26,-0.9159441991067326,-0.3017987040478262,0.4330654585713615,-0.2677582112654402,0.2884163248330234,0.009940710267715584,0.032682212680048124,-0.6631387290266632,-0.08435928210386853,1.4813046592799652,-0.4338520927663683,-0.5590975091237813,0.015654299546311243,-0.5585585251566445
27,-0.813120174837794,0.6224172921364615,-0.06725926613201733,-0.11197399985375701,-0.1475325305558285,-0.06670798022355119,0.5688059438222189,-0.9620663743889448,0.21045752579133742,-0.12804069884068411,0.1601959257967058,-0.017146296460973556,-0.09818785973091325,0.4226427143538107
28,-0.7299501451103585,-0.12044267273442832,0.05203671235412559,-0.05859356335656896,-0.5726182635664083,-0.0783868535493623,-0.09468909168900279,-0.8282111925033132,0.008780239844040694,0.025203703652324445,-0.058730260463103715,0.10535266279820393,-0.5908457387885837,0.0763340080705478
29,0.7567143948054342,-1.1032249429954197,-0.04024160285612212,-0.04509150823555964,0.3509004874563995,-0.08716330413106395,-0.19050610115744343,0.27673804851535827,-0.7984082155064558,0.10247737281802105,-0.18424002015518195,0.41259220710390176,-0.49447708002329943,-0.5192867352662952
30,-0.1300386933195745,0.576167688763547,0.5391965282983501,-0.04503988284265169,-0.1065582096051883,-0.24569569100565417,0.19145856875442158,-0.33602659960693415,0.33006882141475213,-0.32311398579378175,0.08148335152781222,-0.6507758259957284,-0.650105529740278,0.16964816064373872
31,-1.2713518452611918,-0.7998153101514338,-0.04885970330590085,-0.2039198090631785,0.2900553609582493,-0.044538276284757324,-0.40499976891247425,-0.8964882966895515,-0.7983159474460848,-0.49156043253706,-0.20183146759451953,0.28589628626842345,-0.1290180769384518,-0.5029745929202031
32,-0.44071877397425174,-0.45744432729146306,0.6286386123102853,-0.3660179915773313,0.31610024714409274,0.05487538589762353,0.2252405971912638,-0.5041001749212595,-0.4079232284051096,0.6107383015246527,-0.3400336272215545,0.04208551862117847,-0.28984519357938443,-0.043045096598999605
33,-0.20676050503770108,0.27746591661635533,0.7820927283376472,-0.16294100625747354,-0.4912851873757266,0.010362566432209902,0.10238188462444649,0.04583010101587133,0.5650744007953006,0.892215266846734,-0.019241073583422082,-0.3569850132941547,0.6632683470834867,-0.5671546369388204
34,0.5940471090681678,-0.4143540249986695,0.22602672423334272,0.14632199781163688,0.1467967607961638,-0.06692449686493607,-0.2511126887419053,0.3934051856153211,0.2088943673856845,-0.09389838723177307,0.11821540993725789,-0.11544420200274555,-0.12229409487283163,0.12184430343621733
35,-0.7929189418899113,0.4145007548995346,-0.10866860290911329,-0.09458471311640682,0.4932253417120744,0.03781961388336054,0.5616189664586261,-0.7327207405845152,0.23007530496857861,0.4169097798673402,0.07835041853267691,0.003589277415491798,-0.18598701773218437,0.11791947517264197
36,0.32757201353780513,-0.7236497627410051,-0.7611861039538287,0.3543184467342204,0.009712324078919563,0.022278020285867676,-0.11368841659294796,0.6755199129684809,-0.5989904120673011,-0.8772608244743263,0.3284745414102694,-0.3089149779400586,-0.09283747080437753,-0.03353210610628006
37,0.7852492418373527,-1.2350592368251392,0.2759915831646762,-0.29409457500967434,0.3998327933501847,0.05256116241197389,0.20950274318155077,0.5853124891481216,-0.839300409421273,0.3217389735124166,-0.31701085654643213,0.00038468730657196035,0.14774501826756187,-0.018495055806634367
38,-0.38797505638437246,0.06301105445817586,0.21331417357111482,0.005819565769879433,-0.32172157426588754,0.05123590094428159,0.03578239348129793,-0.09233523725029334,0.01578553250685055,0.7640212758483226,-0.0761998799872162,-0.1432907030616146,0.3069925015840316,-0.5988279243643413
39,-0.17937850087529641,0.4023753842531449,0.21698556133305377,0.14233618613897697,-0.7647290378581943,-0.021685146108539072,-0.1296829770164182,0.15032891855833086,0.44293061811725487,0.6051522980958912,0.14070323513329586,-0.5035233088962437,0.3497968673026939,-0.1444162691463584
40,0.2747693569240383,0.6036163786916725,0.366345230514387,0.5332488609320487,-0.6875537310430483,-0.019214693059275714,-1.5506701543386474,0.07333200999878013,0.776350612696948,0.2505040147098858,0.13906765685650951,-0.09411932379335854,0.24459035654036343,0.12632278100424668
41,0.4889525517936615,0.6141909411571636,-0.27192945812127856,0.46999603974549403,0.11678919405320128,0.008058573235431358,-0.5209770302391684,0.10056790716204501,0.755522472521391,-0.24626241405152482,0.25679700019649426,0.17877036533673216,-0.0741155085750366,0.20059235261150157
42,-1.1243244171213835,-0.9855005320650093,-0.20429941123682854,0.024313703063023,0.7680107953144828,-0.026436029579319436,-0.7366357089498853,-1.3887937749442185,-0.3100378011285229,0.5610220107200581,-0.1558893706237425,0.016586648637524185,0.19467023241006445,-0.3735239230718303
43,-0.9124046628213315,0.5739923863093762,-0.33923526234677664,0.5019072306183754,2.2853443927228336,-0.03078786077307901,-0.2891987936237195,-0.9566963620977291,0.14798573963977718,-0.3105245362858196,-0.16651633747266836,0.27765243546644536,0.03266620665696928,-0.1589695881723957
44,-1.6528310258450605,-0.7878605982293797,-0.371780556762624,-0.10579433942918594,0.28356637171229304,0.026819100104262094,-0.39995353912423626,-1.0913914128885829,-0.736476714041592,-0.7934562060932192,0.13214107520274998,0.08519811005095411,-0.26753394422569005,-0.273530439222766
45,-1.185773713003319,0.033008305705732675,-0.77393326995327,-0.06380313438103782,1.6502848912384291,0.48262636750243804,1.156853887076635,-0.8159275401667405,0.27118230596654025,-0.6151974835735154,0.24605948662064372,0.5039191306956751,0.48367112172173393,1.0534142602254886
46,-0.6386665477527268,0.2988157277827969,-0.9485187520279615,-0.2652695510993539,-1.4849704584436694,0.011440885318169133,1.2460840500318677,-0.7295143047528974,0.36974055872595896,-1.2864017275796271,-0.01885364243767379,-0.3843330656448558,-0.02398206054800291,0.5353000433053644
47,-0.3885043592513997,0.788599897569753,0.6611645422614628,-0.2725432416919948,-0.4381325871851122,0.13201124440025605,1.0286896178919676,-0.43099369151302497,0.7910505876482324,-0.7510500369336836,-0.43283194200917585,0.005206582486591143,0.04732205081991868,0.37009556862551346
48,-0.5339465111563938,0.512706011870711,-0.24334746427794546,-0.014942459934110692,-1.44218559799166,-0.20582590971605563,0.27199482932395513,-0.44054285162760104,0.13708430507050906,-0.3114946677699209,-0.06380303968116303,-0.6390633010623912,-0.421010947638225,0.23743081352310474
