region,model_p,model_q,r2,adj_r2,delta_pred_max_age_minus_min_age,min_pred,max_pred,age_at_min_pred,age_at_max_pred
1,6.942574443257777e-68,9.778273863743348e-68,0.1481790679114554,0.14687592523105464,1.4031330712918617,0.6987845265409371,2.189242654630788,28.127499999999998,97.0
2,6.222267605544031e-50,7.496707958486783e-50,0.11137093641767226,0.11001148349021328,1.6862105759589707,0.7312569369444029,2.444852753271135,36.3922,97.0
3,2.2013316695639624e-55,2.9351088927519496e-55,0.12271735999800626,0.12137526518923214,1.282936518182077,0.6984745753006997,2.0945052022048185,29.964100000000002,97.0
4,8.425051828799495e-36,9.361168698666105e-36,0.08123951525369488,0.07983396632241535,2.030847166163601,0.7066459797310851,2.7374931458946863,5.17,97.0
5,4.2772656443365625e-32,4.5023848887753294e-32,0.07316058547500814,0.0717426771407016,1.8926619329244894,0.7338520923870469,2.626514025311536,5.17,97.0
6,1.5493761457714735e-41,1.7808921215764064e-41,0.09359596075504428,0.09220931510602082,1.2775116597022131,0.6976943811863912,2.0663811357550936,32.719,97.0
7,1.3394583150415257e-51,1.6743228938019073e-51,0.11485672161456617,0.1135026013518653,1.6430317952863005,0.7347776800926055,2.377809475378906,5.17,97.0
8,3.012734510149494e-44,3.5031796629645284e-44,0.09937585878230182,0.09799805540461015,1.7246085054977498,0.7223277658887315,2.4469362713864813,5.17,97.0
9,2.1574182372470078e-30,2.2473106637989665e-30,0.06942243304742723,0.06799880596896835,1.5312378962845232,0.7260083390282417,2.2609639010641565,40.9837,97.0
10,6.710680697016602e-115,2.2368935656722005e-114,0.237403661059438,0.2362370169917063,1.8812729597929454,0.7128165805839222,2.5940895403768676,5.17,97.0
11,2.836792850547185e-113,8.596341971355106e-113,0.23448122393942672,0.2333101090346935,1.642729220243155,0.7196211098913783,2.362350330134533,5.17,97.0
12,9.826198962056187e-125,4.272260418285299e-124,0.25484071281850573,0.2537007445056324,1.9313800471668157,0.7006395594212017,2.6320196065880173,5.17,97.0
13,3.906025529622825e-133,2.7900182354448748e-132,0.26941773346431996,0.26830006553999197,1.9012206508488811,0.6524504976350312,2.5536711484839123,5.17,97.0
14,1.359017286425069e-118,5.033397357129886e-118,0.2440002119399739,0.24284365948501208,1.643019307414626,0.672711564601267,2.33194837512687,19.8628,97.0
15,3.674339280396142e-98,7.403674355056329e-98,0.20677485927502248,0.20556135829482103,1.1701941935750295,0.6428736283722885,1.922789130030283,24.454300000000003,97.0
16,2.9629802827526928e-74,4.703143305956655e-74,0.16086126836895298,0.15957752732107267,1.728633360890726,0.744448611118773,2.473081972009499,5.17,97.0
17,9.896963424716439e-130,5.821743191009669e-129,0.26354630088905107,0.2624196506609363,2.123811780336428,0.62327039503386,2.747082175370288,5.17,97.0
18,3.164761116877512e-56,4.276704211996638e-56,0.12445727046413413,0.12311783742557836,1.362964179578536,0.6899919575705729,2.052956137149109,5.17,97.0
19,6.31920471349762e-95,1.2152316756726192e-94,0.20071280143622983,0.19949002652766712,1.3354959811986709,0.6652752054521028,2.032816502113139,18.944499999999998,97.0
20,1.1439374082227832e-51,1.4480220357250418e-51,0.11499971034440304,0.11364580883039643,1.0352540857855363,0.6759665273853676,1.7643270997972151,23.536,97.0
21,1.4011047516475204e-95,2.747264218916707e-95,0.2019422683652886,0.20072137433423087,1.2075439698212573,0.662371386639087,1.9510873109924296,23.536,97.0
22,3.20736163077848e-134,2.672801358982067e-133,0.2712804362567325,0.27016561795421845,2.1293955885114517,0.6655868442258832,2.794982432737335,5.17,97.0
23,1.3359160417307049e-138,1.908451488186721e-137,0.27874812939318905,0.2776447354044993,1.8589513787140726,0.6697626845014331,2.5413224818799485,22.6177,97.0
24,4.65535026093262e-111,1.3692206649801822e-110,0.23048193582836551,0.22930470268582848,1.887763292016444,0.6576660180388623,2.5454293100553063,5.17,97.0
25,3.701837177528164e-98,7.403674355056329e-98,0.20676881565738958,0.20555530543147016,1.9093975752812464,0.7349723559633728,2.6443699312446194,5.17,97.0
26,9.936036865078368e-124,3.9744147460313464e-123,0.25307763886460055,0.2519349733452705,2.134904056358989,0.7125923266330522,2.847496382992041,5.17,97.0
27,9.245931184204781e-135,8.40539198564071e-134,0.2722055535394047,0.27109215051065305,2.391043113092124,0.6808816677502569,3.071924780842381,5.17,97.0
28,3.8236589143845404e-132,2.549105942923027e-131,0.2677135905340734,0.26659331555783783,2.1394298837169323,0.6970305744713103,2.836698943605616,31.8007,97.0
29,8.621599867465116e-74,1.3471249792914244e-73,0.1599442488462791,0.15865910491284652,0.9212503921410542,0.6284898051308139,1.717010064394683,27.209200000000003,97.0
30,1.5540761962166718e-145,3.88519049054168e-144,0.2904129339314869,0.28932738513077005,1.9382619230786458,0.6716090662215921,2.6357351714267896,24.454300000000003,97.0
31,2.8757765159463737e-117,9.916470744642669e-117,0.241639490045922,0.24047932608372802,2.15750885847207,0.7220729791015272,2.879581837573597,5.17,97.0
32,2.0794381872333015e-108,5.1985954680832535e-108,0.22566985394241357,0.22448525912437534,1.8428169903167342,0.69992219948617,2.542739189802904,5.17,97.0
33,1.0537780092404592e-106,2.3949500210010435e-106,0.2225581118282537,0.22136875656842947,1.9904847611594585,0.7212440202361389,2.7117287813955975,5.17,97.0
34,3.811423301680892e-76,6.147456938194987e-76,0.16458843443237325,0.16331039532135694,1.225310916322139,0.6825716823139212,1.9671730676711876,23.536,97.0
35,4.555132675798247e-129,2.530629264332359e-128,0.2623971321049704,0.26126872384199984,2.2717036994971274,0.7016871164623639,2.9733908159594913,5.17,97.0
36,2.973128129896488e-23,2.973128129896488e-23,0.05356601252136772,0.05211812778784597,1.3026616117054912,0.7107585090358542,2.0134201207413454,5.17,97.0
37,3.7889144531850965e-82,6.421888903703553e-82,0.17631077169962095,0.17505066579197115,0.9168327618120222,0.6310330371512972,1.7283801968247872,26.2909,97.0
38,3.0225778519832797e-109,7.954152242061262e-109,0.2271940494980973,0.22601178644276543,2.004424153514868,0.7100203627221551,2.714444516237023,5.17,97.0
